"","precision","recall","tp","fp","tn","fn"
"1",0.59116365899191,0.554906542056075,950,657,52496,762
"2",0.722763507528786,0.76333021515435,3264,1252,49337,1012
"3",0.773992673992674,0.762815884476534,6339,1851,44704,1971
"4",0.803701687534023,0.807835412562924,7382,1803,43924,1756
"5",0.868632898767543,0.870058512915656,12193,1844,39007,1821
"6",0.907656679693154,0.916076254473742,12542,1276,39898,1149
"7",0.93251708428246,0.879430719656284,3275,237,50904,449
