investor,1C Company,21viaNet,23andMe,2U,55tuan.com,58.com,9You,A-Gas,A10 Networks,A123 Systems,ACADIA Pharmaceuticals,ACTIVE Network,AG&P,AMEC,AOL,AV Homes,AVA Solar,AVAST Software,AVEO Pharmaceuticals,AVG Technologies,AWCC Holdings,Abound Solar,Acacia Research,Acceleron Pharma,Accera,Accumetrics,AcelRx Pharmaceuticals,Acetylon Pharmaceuticals,Achaogen,Achronix Semiconductor,Acision,Actifio,Acumen Holdings,Adchemy,Adconion Media Group,Adknowledge,Advision Media,Aereo,Aerie Pharmaceuticals,Aerohive Networks,Aerovance,Affirmed Networks,Agendia,Agile Therapeutics,Agios Pharmaceuticals,Aicent,Aileron Therapeutics,Aiming,AirCell,AirWatch,Airbnb,Alaris Royalty,Alarm.com,Alibaba,Alien Technology,Alimera Sciences,AlixaRx,Allyes Advertisement Network,Alnylam Pharmaceuticals,Alpheus Communications,Alta Wind Energy Center,Altair Semiconductor,Alvine Pharmaceuticals,Ambit Biosciences,Ambow Education,Amedica,Amonix,Amp'd Mobile,Amyris Biotechnologies,Anacor Pharmaceutical,Anaqua,Ancestry,Angie's List,Answers Corporation,Aperto Networks,Apigee,Apollo Endosurgery,AppDynamics,AppNexus,Apptio,Aquantia,AqueSys,Aquion Energy,Aragon Pharmaceuticals,Arcadian Networks,Archimedes Pharma,Arena Pharmaceuticals,Argos Therapeutics,Aristos Logic,Arts Alliance Media,Ascent Corporation,Ascletis,Aspen Aerogels,Astute Medical,Attivio,Auction.com,Auctionata,Augustus Energy Partners,Aurora Biofuels,Auspex Pharmaceuticals,Ausra,AvantCredit,Avantha,Avedro,BG Medicine,BIND Therapeutics,BTI Systems,BYTEGRID,Baidu,Barnes & Noble,Basic-Fit,Bazaarvoice,Beats Electronics,BestSecret.com,Better Place,Beyond Oblivion,Beyond the Rack,Bicon Pharmaceutical,Big Fish,Bigpoint,Bill Me Later,Billabong International,BioAmber,BioVex,Biocartis,Biolex Therapeutics,Birch Communications,Bit9,Black Ocean,Blackberry,Bloom Energy,Blu Homes,Blue Jeans Network,BlueArc,BlueSnap,Blyk,Borro,Boston Power,Box,Brash Entertainment,Brenco,BridgeLux,BrightSource Energy,Brightcove,Brightstar,Broad Institute,C3 Jian,CDNetworks,CITIC Pharmaceutical,CLEAR,CPM Braxis,Caesarea Medical Electronics,Calistoga Pharmaceuticals,Calithera Biosciences,Calix,Calxeda,Cameron Health,Canopy Financial,Canpages,Cape Wind,Capella Photonics,Cardinal Midstream,CardioDx,CardioMEMS,Care.com,Carrier Energy Partners,Casa Systems,Castlight Health,Catabasis Pharmaceuticals,Catalyst Biosciences,Celframe,Celladon,Cellerix,Cellular Dynamics International,Celtic Therapeutics Holdings,Cempra,Ceres,Cerulean Pharma,ChaCha,"ChargePoint, Inc.",Chegg,Chiasma,Chimerix,China Everbright International,China South City Holdings,ChinaCache,CipherMax,Circassia,Clear2Pay,ClearEdge Power,ClearSlide,Clearwire,Cleversafe,Cloudary,Cloudera,Clovis Oncology,Coaxis,Coda Automotive,Collective,CommonBond,Complete Genomics,Concert Pharmaceuticals,Conduit,ConforMIS,Constellation Pharmaceuticals,Control4,Cooking.com,Cool Planet Energy Systems,Coraid,CoreOptics,Coremetrics,Cornice,Cortina Systems,Coskata,Coupa Software,Coupons.com,Covagen,Credit Karma,Crescendo Bioscience,Crocs,Crucell,CureVac,Current Communications Group,Cvent,Cyclacel Pharmaceuticals,CymaBay Therapeutics,CyrusOne,DFine,Dafiti,Danger,Datapipe,DealerTrack,Deem,Deezer,Delivery Agent,Delivery Hero,Demand Media,Desigual,Devcon Security Services,Dexterra,Dianping,Dicerna Pharmaceuticals,Didi-Dache,Dilithium Networks,Direct Flow Medical,DisplayLink,DocuSign,Domo,Donuts,Drillinginfo,Dropbox,Dun & Bradstreet Credibility Corp.,ECI Telecom,ECOtality,EDF Renewable Energy,Eagle Energy Exploration,Edita Food Industries,Elance,Elevance Renewable Sciences,Elevation Pharmaceuticals,Eliza Corporation,Ember,Encysive Pharmaceuticals,Endeavor Energy,EndoGastric Solutions,Enel OGK-5,Enerkem,Enobia Pharma,Entellus Medical,Etsy,Eurus Energy Holdings,Eventbrite,Evernote,ExactTarget,ExteNet Systems,Extended Stay America,Extreme Reach,Fab,Facebook,Fallbrook Technologies,Fanatics,FiberLight,FibroGen,Fieldglass,FireEye,First Wind,Fisker Automotive,Five Prime Therapeutics,FleetCor Technologies,FleetMatics,Flexion Therapeutics,Flipboard,Flipkart,Force10 Networks,Fotolia,Foundation Medicine,Foursquare,Freedom Financial Network,Fulcrum Bioenergy,Funplus,Fusion-io,GC Aesthetics,GCT Semiconductor,GENBAND,GI Dynamics,GainSpan,Gazillion Entertainment,Genmab,Genomatica,Gilt Groupe,GitHub,Glam Media,GlassHouse Technologies,Glassdoor,Glaukos,GoPro,Gogo,Good Technology,Gradient Resources Inc.,GreatPoint Energy,Green Apple Media,GreenVolts,Greenplum Software,GridPoint,Gridline Communications,Groupon,Halt Medical,Hamilton Insurance Group,Hana Biosciences,Harry's,Harvest Power,HeartFlow,Heliae,HelioVolt,HighTower Advisors,Hightail,Highwinds,Histogenics,HomeAway,HootSuite,Horizon Wind Energy,Hortonworks,Hostway,HubSpot,Huiyuan,Hyperion Therapeutics,INVIDI Technologies,IO.com,ITA Software,Ice Energy,Icera,Idenix Pharmaceuticals,Ikang,Imagination Technologies,Immune Design,Impinj,InMobi,Infinia,Infinity Pharmaceuticals,InfraReDx,Inside Secure.,Intacct,Intarcia Therapeutics,Intelligent Energy,Internet Mall,Intrapace,Intrexon Corporation,Intuity Medical,Invenergy,Inverness Medical Innovations,Ironwood Pharmaceuticals,Isagen,Jasper Wireless,Jawbone,Jingdong,Jingle Networks,Joule Unlimited,Joyent,Jumptap,Juno Therapeutics,Just Eat,JustFab,KAYAK,KSK Power Venture,Kabam,Kabbage,Kaixin001,Kaltura,Karyopharm Therapeutics,Kior,Klarna,Knewton,Kno,Knopp Biosciences LLC,Kolltan Pharmaceuticals,Komli Media,Konarka Technologies,Kosmos Biotherapeutics,KupiVIP,Kythera Biopharmaceuticals,L-3 GCS,LEAF Commercial Capital,Lamoda,LanzaTech New Zealand,Lashou.com,Lazada Group,Lazada Viet Nam,LegalZoom,Legendary Entertainment,Lending Club,LensAR,Lexicon Pharmaceuticals,LifeLock,Light Sciences Oncology,LightSquared,Lighting Science Group,Linekong,Linio,LinkedIn,LiquidHub,Lithium Technologies,Livescribe,LivingSocial,Lookout,Loxam Holding,Luca Technologies,Lucid Energy Group,Luminus Devices,Lux Biosciences,Luxtera,Lytro,M.Setek,MAYKOR,MBA Polymers,MINDBODY,Magix,Mainstream Renewable Power,Marin Software,MarketShare,Marketo,Markit,Mascoma,Mavenir Systems,MedSolutions,Medical Depot,Melinta,Meru Networks,Mevion Medical Systems,MiaSol_,Micromax Informatics,Millennial Media,Mintera,MobiTV,MobileIron,Mobileye,Mobilitie,Moderna Therapeutics,"MongoDB, Inc.",Monitise,Moser Baer Solar,Move Networks,Movetis,MuleSoft,Myntra,MyoScience,N-Trig,NGM Biopharmaceuticals,NJOY,NanoH2O,NanoInk,NanoString Technologies,Nanosolar,NantWorks,National Veterinary Associates,NeoPhotonics,NeoVista,Neotract,Netflix,Nevro,New Relic,New York Times,Nextdoor,Nimble Storage,Ning by Glam Media,Nintex,Nippon Renewable Energy,Nixon,Nobao Renewable Energy Holdings,Nook Media,NorSun,NovImmune,Novast,Numonyx,Nutanix,O3b Networks,OANDA,OSIsoft,OZON.ru,Oculus VR,Official Limited Virtual,OkBuy.com,Omeros,On-Ramp Wireless,OnDeck,OncoMed Pharmaceuticals,One Kings Lane,OneRoof Energy,Ooyala,Open English,OpenPeak,Opera Solutions,Ophthotech,Opsware,OptiSolar R&D,Otonomy,Outbrain,Oversee,Overture Networks,Oxford Immunotec,Oxford Nanopore Technologies,P2 Energy Solutions,PA Semi,PPTV,PTC Therapeutics,Pacific Biosciences,PacketVideo,Palantir Technologies,Palm,Palo Alto Networks,Paradigm Spine,PatientKeeper,PayPal,Pearl Therapeutics,Pelikan Technologies,Phase III Development,PhaseBio Pharmaceuticals,Phorm,Pinterest,Pivot3,Pivotal,PixelOptics,Plasco Energy Group,Plastic Logic,PlayPhone,PlumChoice,Pocket Communications Northeast,Portola Pharmaceuticals,Powa Technologies,Practice Fusion,PreCision Dermatology,Precision for Medicine,Presidio Pharmaceuticals,Privalia,Progreso Financiero,Prosper,Proterra,Proteus Digital Health,Proximagen,Prysm,Pulse Electronics,Pure Storage,Qihoo 360 Technology,Quaero,Quantenna Communications,Quench,QuickPlay Media,Quikr India,Quippo Infrastructure,Quirky,Qunar.com,REALTIME.CO,Radialpoint,Radius Health,RainDance Technologies,Range Fuels,ReNew Power,ReVision Optics,ReachLocal,Reata Pharmaceuticals,Redfin,Regado Biosciences,Relationship Science,Relypsa,Renewable Energy Group,Renren Inc.,Renrendai,Reocar,"RetailMeNot, Inc.",Reval.com,Revance Therapeutics,Revolucionadolabs,Revolution Money,Rhythm Pharmaceuticals,RichRelevance,RockYou,Roka Bioscience,Roku,Rostelecom,Row44,S*Bio,SAGE Therapeutics,Saguaro Resources,Salesforce,Salesforce Buddy Media,Sangart,Sapphire Energy,Scandlines,Seattle Genetics,Segway,Selecta Biosciences,Sensors for Medicine and Science,Serious Energy,ServiceMax,"SevOne, Inc.",Sharp Corporation,Shazam Entertainment,Shineon,Shopify,SiBEAM,Siano Mobile Silicon,Sientra,Silicor Materials,SilkRoad Technology,Siluria Technologies,Silver Spring Networks,Silversky,SimpliVity,Sina Weibo,Singulex,"Sirius XM Radio, Inc.",Six Degrees Group,Skybox Imaging,Skyonic,Small Bone Innovations,SmartDrive Systems,Snapchat,Snapdeal,SoFi (Social Finance),Sogou,SolFocus,Solar Power Partners,SolarBridge Technologies,SolarCity,SolarReserve,SolarWinds,Solarflare Communications,Solaria,Solazyme,Solexa,Solexant,Solexel,SoloPower,Solstice Neurosciences,Solyndra,Sonos,Soraa,SoundCloud,Souq.com,Space Exploration Technologies,Spacecom,Specific Media,Spiceworks,SpiderCloud Wireless,SpinVox,Spinal Modulation,Spot Runner,Spotify,Spring Mobile Solutions,Square,SquareTrade,Stion,Stoke,Stormfisher Biogas,Stripe,SugarCRM,SulfurCell,SunEdison,SunGard,Sungevity,Suniva,Sunrun,Supercell,SurveyMonkey,Sutro Biopharma,Symphogen,Synageva BioPharma,Synosia Therapeutics,T5 Data Centers,TESARO,TOA Technologies,TRIA Beauty,TRUECar,Tabula,Talend,Tall Oak Midstream,Tango,Tarsa Therapeutics,TearScience,TeleCommunication Systems,Telogis,Telsima,Tendril,Teneros,Tengion,Tesla Motors,The Climate Corporation,The Codemasters Software Company,Theravance,Think Finance,Tilera,Tintri,Tiscali UK,Tokai Pharmaceuticals,Tower Cloud,Tower Vision,Towergate,Tradeshift,Tradition Midstream,TransEnterix,TransMedics,Transphorm,Tremor Video,Trevena,TriVascular,Trilliant,Trion Worlds,Trulia,Tudou,Tumblr,Tuniu,Turn,TutorGroup,Twilio,Twitter,UCB Pharma,UK-EastLondon-Asian. Inc,UTStarcom,Uber,Ultragenyx Pharmaceutical,University of Maryland,University of Ulster,VANCL,VMware,Valeritas,VaxInnate,VentiRx Pharmaceuticals,Verenium,"Verizon Communications, Inc.",Versartis,Videology,Vidyo,View Inc.,ViewRay,Violin Memory,Virdia,Virident Systems,Virtustream,Visible Measures,Vision Source,Visto,Vital Renewable Energy Company,Vital Therapies,Vitaldent,Vivint,Voltari,Vubiquity,Wananchi Group,Wandoujia,Warby Parker,Warp Drive Bio,Wave Broadband,Wayfair,Webroot,Wimdu,Wistron InfoComm (Zhongshan) Corporation,Wonga,Workday,XDx,XM Radio,Xand,Xanodyne,Xero,Xiaomi,Xirrus,Xiu.com,Xtera Communications,Yammer,Ybrant Digital,Yodlee,Youku,ZALORA,ZPower,ZS Pharma,Zafgen,Zayo Bandwidth,ZeniMax,Zenverge,ZestFinance,Zillow,ZocDoc,Zogenix,ZoomSystems,Zosano Pharma,Zuora,Zynga,aTyr Pharma,bluebird bio,eASIC,eCircle,eHarmony,eHi Car Rental,eRecycling Corps,eSolar,ganjiwang,hulu,iControl Networks,iPipeline,iRhythm Technologies,iYogi,ideeli,ikaSystems,immatics biotechnologies,lynda.com,mobli,moksha8 Pharmaceuticals,nanosys,obopay,picoChip,sezmi,sigmacare,zulily
.406 Ventures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137 Ventures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1to1 Venture Partners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3TS Capital Partners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
