"","precision","recall","tp","fp","tn","fn"
"1",0.760416666666667,0.682242990654206,1168,368,52785,544
"2",0.829045837231057,0.829045837231057,3545,731,49858,731
"3",0.857644991212654,0.88086642599278,7320,1215,45340,990
"4",0.901130253484034,0.898664915736485,8212,901,44826,926
"5",0.933366841387233,0.927572427572428,12999,928,39923,1015
"6",0.952412042074719,0.958951135782631,13129,656,40518,562
"7",0.957757920389927,0.949785177228786,3537,156,50985,187
